name,surface,year,num_wins,num_losses,num_upsets,num_was_upset,sets_won,sets_lost,avg_sets_lost
kasatkina d.,Hard,2021,22,11,9,5,48,33,0.5
kasatkina d.,Hard,2022,23,15,6,8,49,37,0.30434782608695654
kasatkina d.,Hard,2023,5,8,0,8,13,17,0.2
kawa k.,Clay,2021,2,2,1,1,5,5,0.5
kawa k.,Grass,2022,1,2,1,0,2,5,1
kawa k.,Hard,2022,1,1,0,0,2,2,0
kenin s.,Clay,2021,3,4,0,4,7,10,0.6666666666666666
kenin s.,Clay,2023,3,3,3,0,6,8,0.6666666666666666
kenin s.,Grass,2021,1,1,0,1,2,2,0
kenin s.,Hard,2021,5,5,0,5,13,13,0.6
kenin s.,Hard,2022,4,13,1,2,12,27,0.25
kenin s.,Hard,2023,8,8,7,0,18,17,0.125
kerber a.,Clay,2021,3,5,1,3,7,10,0
kerber a.,Clay,2022,6,3,0,1,13,10,0.6666666666666666
kerber a.,Grass,2021,11,2,3,0,22,8,0.36363636363636365
kerber a.,Grass,2022,4,2,0,2,9,4,0
kerber a.,Hard,2021,13,8,2,4,28,23,0.5384615384615384
kerber a.,Hard,2022,2,4,0,3,6,9,0.5
keys m.,Clay,2021,3,4,0,2,6,10,0.6666666666666666
keys m.,Clay,2022,4,4,1,2,10,10,0.5
keys m.,Clay,2023,5,3,1,2,13,8,0.4
keys m.,Grass,2021,5,2,2,2,11,5,0.2
keys m.,Grass,2022,1,0,0,0,2,0,0
keys m.,Grass,2023,5,0,2,0,10,0,0
keys m.,Hard,2021,3,8,1,6,7,16,0
keys m.,Hard,2022,25,14,11,8,57,34,0.24
keys m.,Hard,2023,6,4,2,1,13,9,0.16666666666666669
konjuh a.,Clay,2021,8,5,7,0,17,12,0.25
konjuh a.,Hard,2021,9,7,6,1,20,18,0.4444444444444444
konjuh a.,Hard,2022,6,8,3,3,13,20,0.6666666666666666
konta j.,Clay,2021,1,3,0,3,2,6,0
konta j.,Grass,2021,5,0,0,0,10,2,0.4
konta j.,Hard,2021,3,4,1,2,8,9,0.33333333333333337
kontaveit a.,Clay,2021,10,3,5,0,21,7,0.1
kontaveit a.,Clay,2022,5,4,0,3,11,10,0.4
kontaveit a.,Clay,2023,1,3,1,0,2,6,0
kontaveit a.,Grass,2021,3,2,1,2,7,6,0.6666666666666666
kontaveit a.,Grass,2022,1,1,0,1,2,2,0
kontaveit a.,Hard,2021,33,11,6,3,71,29,0.2121212121212121
kontaveit a.,Hard,2022,21,10,1,9,47,26,0.2857142857142857
kontaveit a.,Hard,2023,2,3,0,2,6,7,0.5
korpatsch t.,Clay,2021,4,4,1,3,10,9,0.25
korpatsch t.,Clay,2022,1,3,1,0,3,7,1
korpatsch t.,Grass,2021,1,1,1,0,2,3,1
korpatsch t.,Hard,2022,1,2,1,0,3,5,1
kostyuk m.,Clay,2021,6,3,3,0,12,7,0.16666666666666666
kostyuk m.,Clay,2022,1,4,1,1,2,8,0
kostyuk m.,Clay,2023,1,3,0,1,3,6,0
kostyuk m.,Grass,2021,2,3,1,0,6,7,0.5
kostyuk m.,Grass,2022,3,2,2,1,7,6,0.6666666666666666
kostyuk m.,Hard,2021,11,10,5,4,25,23,0.2727272727272727
kostyuk m.,Hard,2022,12,13,6,2,31,32,0.5
kostyuk m.,Hard,2023,14,7,3,1,30,20,0.42857142857142855
kovinic d.,Clay,2021,9,5,5,1,19,13,0.33333333333333337
kovinic d.,Clay,2022,5,3,3,0,10,9,0.6
kovinic d.,Clay,2023,2,1,0,0,5,3,0.5
kovinic d.,Hard,2021,3,10,1,3,6,21,0.33333333333333337
kovinic d.,Hard,2022,4,7,3,4,9,17,0.75
kovinic d.,Hard,2023,5,6,0,5,11,14,0.4
kozlova k.,Clay,2021,5,5,3,1,12,13,0.6
kozlova k.,Grass,2021,2,2,1,0,5,6,1
kozlova k.,Hard,2021,2,4,1,0,6,9,0.5
kraus s.,Clay,2023,1,1,1,1,2,2,0
krejcikova b.,Clay,2021,14,3,6,2,29,12,0.42857142857142855
krejcikova b.,Clay,2022,2,3,0,3,5,6,0
krejcikova b.,Clay,2023,3,4,0,3,6,9,0.33333333333333337
krejcikova b.,Grass,2021,3,1,0,0,6,3,0.33333333333333337
krejcikova b.,Grass,2022,2,2,0,2,6,4,0
krejcikova b.,Grass,2023,4,1,0,1,8,2,0
krejcikova b.,Hard,2021,24,11,7,4,50,28,0.25
krejcikova b.,Hard,2022,21,10,4,9,45,25,0.23809523809523805
krejcikova b.,Hard,2023,15,6,5,0,32,16,0.2666666666666667
krueger a.,Grass,2023,2,1,2,0,4,2,0
krunic a.,Clay,2022,6,4,4,1,13,8,0
krunic a.,Grass,2022,1,3,1,0,3,6,0
krunic a.,Hard,2021,3,4,2,0,6,9,0.33333333333333337
krunic a.,Hard,2022,2,3,1,1,4,7,0.5
kucova k.,Clay,2021,5,2,2,1,11,6,0.4
kucova k.,Clay,2022,1,2,0,1,3,4,0
kucova k.,Grass,2022,1,1,0,0,2,2,0
kucova k.,Hard,2021,3,5,2,0,7,11,0.33333333333333337
kucova k.,Hard,2022,2,5,2,2,5,11,0.5
kudermetova p.,Grass,2023,1,2,1,0,2,4,0
kudermetova v.,Clay,2021,14,5,2,1,30,13,0.21428571428571427
kudermetova v.,Clay,2022,6,4,2,2,13,10,0.33333333333333337
kudermetova v.,Clay,2023,8,5,2,3,18,16,0.75
kudermetova v.,Grass,2021,1,3,1,2,3,7,1
kudermetova v.,Grass,2022,4,2,2,1,9,6,0.5
kudermetova v.,Grass,2023,5,1,1,1,11,2,0
kudermetova v.,Hard,2021,18,15,2,5,40,38,0.4444444444444444
kudermetova v.,Hard,2022,25,14,4,7,55,35,0.27999999999999997
kudermetova v.,Hard,2023,10,7,1,6,22,18,0.4
kung l.,Grass,2021,1,1,0,0,2,2,0
kung l.,Hard,2021,1,2,1,0,2,4,0
kuzmova v.,Clay,2021,1,1,1,1,2,3,1
kuzmova v.,Hard,2021,5,6,0,1,11,13,0.2
kuzmova v.,Hard,2022,1,5,1,0,2,10,0
kuzmova v.,Hard,2023,1,1,1,0,2,2,0
kuznetsova s.,Hard,2021,5,6,2,3,13,15,0.6
kvitova p.,Clay,2021,9,5,0,3,21,15,0.5555555555555556
kvitova p.,Clay,2022,1,3,0,2,3,6,0
kvitova p.,Grass,2021,3,2,0,2,7,6,0.6666666666666666
kvitova p.,Grass,2022,7,2,2,1,14,6,0.2857142857142857
kvitova p.,Grass,2023,4,0,1,0,8,0,0
kvitova p.,Hard,2021,15,7,0,6,34,15,0.06666666666666668
kvitova p.,Hard,2022,19,12,7,7,42,32,0.42105263157894735
kvitova p.,Hard,2023,14,5,2,2,29,13,0.21428571428571427
lamens s.,Clay,2022,1,2,1,0,3,5,1
lapko v.,Hard,2021,2,3,1,0,6,8,1
lee g.,Clay,2022,1,3,0,1,3,7,1
lepchenko v.,Clay,2021,2,3,1,1,4,7,0.5
li a.,Clay,2021,1,1,0,0,2,2,0
li a.,Grass,2021,1,2,0,0,3,4,0
li a.,Grass,2022,3,4,2,1,6,9,0.33333333333333337
li a.,Hard,2021,16,7,7,5,35,18,0.25
li a.,Hard,2022,8,11,2,5,20,26,0.5
liang e.s.,Hard,2021,1,3,1,0,3,6,0
linette m.,Clay,2021,4,7,1,3,15,14,0
linette m.,Clay,2022,6,4,3,1,13,12,0.6666666666666666
linette m.,Clay,2023,4,5,0,4,10,13,0.75
linette m.,Grass,2021,2,1,1,1,5,3,0.5
linette m.,Grass,2022,4,4,1,2,9,9,0.25
linette m.,Grass,2023,2,2,0,2,4,5,0.5
linette m.,Hard,2021,8,7,2,1,19,16,0.25
linette m.,Hard,2022,12,14,4,8,29,31,0.25
linette m.,Hard,2023,8,6,5,4,18,15,0.375
lisicki s.,Grass,2022,2,1,2,0,4,3,0.5
liu c.,Clay,2021,1,1,1,0,2,3,1
liu c.,Clay,2022,5,3,2,0,11,8,0.4
liu c.,Clay,2023,2,4,0,0,5,9,0.5
liu c.,Grass,2021,1,1,1,0,2,3,1
liu c.,Grass,2022,1,2,1,1,2,4,0
liu c.,Hard,2021,1,3,1,1,4,7,1
liu c.,Hard,2022,8,10,6,0,18,22,0.25
liu c.,Hard,2023,4,7,0,1,10,15,0.25
lizarazo y.,Clay,2022,1,1,1,0,2,3,1
lys e.,Clay,2022,2,3,2,1,5,7,0.5
lys e.,Hard,2023,1,2,1,0,4,4,0
makarova e.,Clay,2022,1,1,1,0,2,3,1
mandlik e.,Grass,2023,2,1,2,0,5,4,1
mandlik e.,Hard,2022,2,3,2,1,6,7,0.5
mandlik e.,Hard,2023,1,3,1,0,3,7,1
marcinko p.,Clay,2022,1,1,1,0,3,3,1
maria t.,Clay,2022,5,1,4,0,10,3,0.2
maria t.,Clay,2023,8,5,0,1,17,13,0.375
maria t.,Grass,2022,6,3,5,1,14,11,0.8333333333333334
maria t.,Grass,2023,1,2,1,1,3,4,0
maria t.,Hard,2022,6,6,2,1,15,12,0
maria t.,Hard,2023,5,8,2,4,13,16,0
marino r.,Clay,2023,1,2,1,1,2,4,0
marino r.,Grass,2022,2,4,0,1,7,8,0
marino r.,Grass,2023,2,3,1,1,5,8,1
marino r.,Hard,2021,4,5,3,0,9,11,0.25
marino r.,Hard,2022,10,9,4,1,24,21,0.29999999999999993
marino r.,Hard,2023,3,8,1,3,8,16,0
martic p.,Clay,2021,6,5,0,4,15,12,0.33333333333333337
martic p.,Clay,2022,11,5,6,3,24,14,0.36363636363636365
martic p.,Clay,2023,4,4,2,2,9,10,0.5
martic p.,Grass,2021,2,3,0,1,5,8,1
martic p.,Grass,2022,3,3,2,2,7,6,0
martic p.,Grass,2023,1,1,0,0,2,2,0
martic p.,Hard,2021,7,13,0,10,18,29,0.42857142857142855
martic p.,Hard,2022,11,9,7,2,23,22,0.36363636363636365
martic p.,Hard,2023,7,6,1,4,16,15,0.42857142857142855
martincova t.,Clay,2021,4,4,2,2,9,10,0.5
martincova t.,Grass,2021,6,3,3,0,13,9,0.5
martincova t.,Grass,2022,3,3,1,1,6,6,0
martincova t.,Grass,2023,1,3,1,1,3,6,0
martincova t.,Hard,2021,16,9,4,0,33,23,0.3125
martincova t.,Hard,2022,12,17,3,6,28,40,0.5
martincova t.,Hard,2023,1,5,1,2,5,11,1
masarova r.,Clay,2023,2,2,2,0,6,5,0.5
masarova r.,Grass,2023,2,1,2,1,5,2,0
masarova r.,Hard,2021,1,2,1,0,2,5,1
masarova r.,Hard,2023,5,5,4,1,12,11,0.2
mattek-sands b.,Hard,2021,2,2,1,0,4,5,0.5
mcnally c.,Grass,2022,2,1,2,0,4,2,0
mchale c.,Clay,2021,1,6,0,2,5,12,0
mchale c.,Hard,2021,1,7,0,0,3,14,0
mcnally c.,Clay,2021,1,3,1,0,2,7,1
mcnally c.,Clay,2023,3,3,1,0,7,7,0.33333333333333337
mcnally c.,Grass,2021,2,2,1,0,5,4,0
mcnally c.,Grass,2022,1,1,1,0,2,3,1
mcnally c.,Grass,2023,2,2,1,1,6,4,0
mcnally c.,Hard,2021,4,6,2,1,9,16,1
mcnally c.,Hard,2022,3,4,2,0,8,10,0.6666666666666666
mcnally c.,Hard,2023,5,5,1,4,13,11,0.2
melnikova m.,Grass,2021,1,1,0,0,2,3,1
mertens e.,Clay,2021,9,4,1,4,20,11,0.33333333333333337
mertens e.,Clay,2022,4,2,0,1,8,4,0
mertens e.,Clay,2023,5,4,1,4,14,8,0
mertens e.,Grass,2021,2,3,0,3,6,6,0
mertens e.,Grass,2022,3,4,1,3,8,10,0.6666666666666666
mertens e.,Hard,2021,21,10,2,7,43,27,0.33333333333333337
mertens e.,Hard,2022,18,14,2,11,43,33,0.2777777777777778
mertens e.,Hard,2023,9,7,2,3,18,17,0.33333333333333337
min g.,Clay,2021,1,3,1,2,2,6,0
min g.,Hard,2021,2,1,2,0,4,4,1
minella m.,Clay,2021,1,3,1,0,2,6,0
minella m.,Hard,2021,1,3,1,0,3,6,0
minnen g.,Grass,2022,2,3,1,2,6,6,0
minnen g.,Grass,2023,1,1,0,0,3,3,1
minnen g.,Hard,2021,12,11,3,3,26,26,0.33333333333333337
miyazaki y.,Grass,2022,1,2,1,0,3,5,1
mladenovic k.,Clay,2021,3,6,1,2,7,12,0
mladenovic k.,Clay,2022,2,4,1,1,6,10,1
mladenovic k.,Grass,2021,3,3,1,1,7,9,1
mladenovic k.,Hard,2021,11,13,2,7,27,30,0.36363636363636365
mladenovic k.,Hard,2022,1,3,0,0,3,7,1
montgomery r.,Hard,2023,1,2,1,0,3,5,1
moore t.,Grass,2021,1,1,0,0,3,3,1
muchova k.,Clay,2021,5,3,2,3,11,9,0.6
muchova k.,Clay,2022,3,2,1,0,8,5,0.33333333333333337
muchova k.,Clay,2023,10,3,5,0,22,9,0.3
muchova k.,Grass,2021,4,2,1,2,9,5,0.25
muchova k.,Hard,2021,10,3,4,2,22,9,0.3
muchova k.,Hard,2022,5,3,5,0,12,7,0.2
muchova k.,Hard,2023,12,5,10,1,27,13,0.25
muguruza g.,Clay,2021,3,2,0,1,6,5,0.33333333333333337
muguruza g.,Clay,2022,2,4,0,4,7,8,0
muguruza g.,Grass,2021,4,2,0,2,10,4,0
muguruza g.,Grass,2022,1,3,0,3,2,6,0
muguruza g.,Hard,2021,32,11,5,5,70,29,0.21875
muguruza g.,Hard,2022,9,9,0,9,21,19,0.1111111111111111
muhammad a.,Hard,2021,1,1,1,0,2,3,1
muhammad a.,Hard,2022,1,3,1,0,3,6,0
naef c.,Grass,2023,2,1,1,0,4,4,1
nara k.,Clay,2021,2,1,1,0,4,2,0
nara k.,Grass,2021,1,1,1,0,3,3,1
navarro e.,Clay,2021,1,2,1,1,2,4,0
navarro e.,Clay,2023,3,3,0,0,6,8,0.6666666666666666
navarro e.,Grass,2023,2,1,0,0,4,2,0
navarro e.,Hard,2023,2,2,2,0,4,5,0.5
niemeier j.,Clay,2021,6,2,5,0,14,5,0.16666666666666669
niemeier j.,Clay,2022,2,5,0,3,7,11,0.5
niemeier j.,Clay,2023,2,5,2,2,5,10,0
niemeier j.,Grass,2022,5,3,2,1,13,7,0.2
niemeier j.,Grass,2023,1,1,1,1,2,2,0
niemeier j.,Hard,2022,5,4,3,2,12,8,0
niemeier j.,Hard,2023,2,7,0,3,5,16,1
noskova l.,Clay,2023,1,2,1,0,2,5,1
noskova l.,Grass,2023,1,2,0,0,4,4,0
noskova l.,Hard,2022,2,3,2,0,5,8,1
noskova l.,Hard,2023,9,5,7,2,18,13,0.33333333333333337
ormaechea p.,Clay,2021,2,2,1,0,4,4,0
osaka n.,Clay,2021,2,2,0,2,5,4,0
osaka n.,Clay,2022,1,2,0,1,2,4,0
osaka n.,Hard,2021,14,3,0,3,30,9,0.21428571428571427
osaka n.,Hard,2022,12,6,5,2,25,16,0.33333333333333337
osorio m.,Clay,2021,10,3,7,2,20,11,0.5
osorio m.,Clay,2022,4,3,0,2,8,6,0
osorio m.,Clay,2023,6,3,6,0,12,9,0.5
osorio m.,Grass,2021,2,2,1,1,4,5,0.5
osorio m.,Grass,2023,1,1,1,0,3,2,0
osorio m.,Hard,2021,5,6,2,1,10,13,0.2
osorio m.,Hard,2022,9,8,3,1,21,19,0.33333333333333337
osorio m.,Hard,2023,4,3,3,0,9,7,0.25
ostapenko j.,Clay,2021,6,5,2,0,15,11,0.16666666666666669
ostapenko j.,Clay,2022,1,3,0,3,4,6,0
ostapenko j.,Clay,2023,7,4,2,0,16,11,0.42857142857142855
ostapenko j.,Grass,2021,8,2,5,2,18,7,0.375
ostapenko j.,Grass,2022,7,3,0,3,16,8,0.2857142857142857
ostapenko j.,Grass,2023,7,0,1,0,14,4,0.5714285714285714
ostapenko j.,Hard,2021,16,10,2,5,36,26,0.375
ostapenko j.,Hard,2022,21,13,3,8,46,36,0.47619047619047616
ostapenko j.,Hard,2023,12,8,2,5,27,20,0.33333333333333337
oz i.,Clay,2022,1,2,1,0,2,4,0
paoletti m.,Clay,2022,1,2,1,0,2,5,1
paolini j.,Clay,2021,3,5,0,3,7,11,0.33333333333333337
paolini j.,Clay,2022,8,8,2,2,18,21,0.625
paolini j.,Clay,2023,2,3,2,2,4,8,1
paolini j.,Hard,2021,16,12,7,3,36,32,0.5
paolini j.,Hard,2022,13,11,4,9,33,28,0.46153846153846156
paolini j.,Hard,2023,3,6,0,3,7,12,0
papamichail d.,Clay,2022,1,2,1,0,2,4,0
papamichail d.,Hard,2022,2,4,1,0,5,9,0.5
paquet c.,Hard,2022,2,5,1,3,6,11,0.5
parks a.,Clay,2021,2,2,2,0,5,5,0.5
parks a.,Clay,2023,4,6,1,3,8,13,0.25
parks a.,Grass,2022,1,1,1,0,2,2,0
parks a.,Hard,2022,2,1,2,0,4,3,0.5
parks a.,Hard,2023,6,5,3,3,13,13,0.5
parrizas diaz n.,Clay,2021,4,3,2,1,10,8,0.5
parrizas diaz n.,Clay,2022,6,9,1,8,14,21,0.5
parrizas diaz n.,Clay,2023,2,4,2,2,6,9,0.5
parrizas diaz n.,Hard,2021,1,5,0,2,6,11,1
parrizas diaz n.,Hard,2022,11,13,2,7,24,28,0.1818181818181818
parrizas diaz n.,Hard,2023,6,7,5,0,12,17,0.5
parry d.,Clay,2022,4,4,3,0,9,9,0.25
parry d.,Clay,2023,1,1,1,1,2,2,0
parry d.,Grass,2022,2,1,1,0,4,2,0
parry d.,Hard,2022,6,8,2,5,15,19,0.5
pattinama kerkhove l.,Grass,2021,2,2,2,0,4,4,0
pattinama kerkhove l.,Grass,2022,1,1,0,0,3,3,1
pattinama kerkhove l.,Hard,2022,1,1,0,0,2,2,0
pavlyuchenkova a.,Clay,2021,11,4,7,3,24,12,0.36363636363636365
pavlyuchenkova a.,Clay,2023,8,4,8,0,17,12,0.5
pavlyuchenkova a.,Grass,2021,2,2,0,2,4,4,0
pavlyuchenkova a.,Hard,2021,11,12,0,6,26,26,0.1818181818181818
pavlyuchenkova a.,Hard,2022,2,1,0,1,5,2,0
pegula j.,Clay,2021,6,4,1,1,13,9,0.16666666666666669
pegula j.,Clay,2022,11,4,0,1,24,12,0.36363636363636365
pegula j.,Clay,2023,7,4,0,4,16,10,0.2857142857142857
pegula j.,Grass,2021,3,3,1,2,9,6,0
pegula j.,Grass,2022,2,1,0,1,4,3,0.5
pegula j.,Grass,2023,2,1,0,1,4,3,0.5
pegula j.,Hard,2021,26,11,13,2,58,28,0.23076923076923073
pegula j.,Hard,2022,26,15,2,8,56,35,0.19230769230769232
pegula j.,Hard,2023,15,5,0,4,32,16,0.4
pera b.,Clay,2021,4,8,1,2,14,17,0.25
pera b.,Clay,2022,11,2,8,0,23,4,0
pera b.,Clay,2023,8,5,1,1,17,13,0.375
pera b.,Grass,2023,1,2,0,1,2,4,0
pera b.,Hard,2021,6,11,4,3,16,24,0.33333333333333337
pera b.,Hard,2022,4,7,2,2,10,15,0.25
pera b.,Hard,2023,6,7,2,6,13,18,0.6666666666666666
peterson r.,Clay,2021,2,3,1,0,5,8,1
peterson r.,Clay,2022,2,5,0,3,5,10,0
peterson r.,Clay,2023,1,2,0,0,2,4,0
peterson r.,Hard,2021,13,11,2,4,31,26,0.3076923076923077
peterson r.,Hard,2022,4,8,1,3,9,18,0.5
peterson r.,Hard,2023,6,2,6,0,14,7,0.5
petkovic a.,Clay,2021,4,4,3,1,9,10,0.5
petkovic a.,Clay,2022,3,2,0,0,7,4,0
petkovic a.,Grass,2021,2,3,2,0,4,6,0
petkovic a.,Grass,2022,1,3,1,1,2,6,0
petkovic a.,Hard,2021,4,9,3,1,12,19,0.25
petkovic a.,Hard,2022,4,6,2,1,10,13,0.25
pigato l.,Clay,2023,1,1,1,0,2,3,1
pigossi l.,Clay,2022,8,5,6,1,18,13,0.375
pigossi l.,Clay,2023,2,1,0,1,4,3,0.5
pironkova t.,Hard,2021,3,4,3,0,7,10,0.6666666666666666
pliskova ka.,Clay,2021,8,4,0,3,17,13,0.625
pliskova ka.,Clay,2022,6,6,0,6,13,16,0.6666666666666666
pliskova ka.,Clay,2023,2,3,1,2,5,7,0.5
pliskova ka.,Grass,2021,6,3,1,2,14,7,0.16666666666666669
pliskova ka.,Grass,2022,3,3,0,3,8,8,0.6666666666666666
pliskova ka.,Hard,2021,20,11,2,11,41,28,0.3
pliskova ka.,Hard,2022,12,10,2,9,26,26,0.5
pliskova ka.,Hard,2023,11,7,3,2,23,16,0.1818181818181818
pliskova kr.,Clay,2021,1,5,0,2,5,10,0
pliskova kr.,Grass,2021,1,2,0,1,2,5,1
pliskova kr.,Hard,2021,1,7,1,3,5,14,0
podoroska n.,Clay,2021,4,3,1,1,9,8,0.5
podoroska n.,Clay,2022,1,1,1,0,3,2,0
podoroska n.,Clay,2023,1,4,0,2,4,8,0
podoroska n.,Grass,2021,3,2,0,1,6,5,0.33333333333333337
podoroska n.,Grass,2023,1,2,1,0,2,5,1
podoroska n.,Hard,2021,8,11,1,7,19,24,0.25
podoroska n.,Hard,2022,3,3,2,0,7,8,0.6666666666666666
podoroska n.,Hard,2023,1,2,1,1,2,4,0
potapova a.,Clay,2021,2,4,2,0,5,9,0.5
potapova a.,Clay,2022,11,3,8,1,22,8,0.1818181818181818
potapova a.,Clay,2023,7,4,2,1,17,12,0.5714285714285714
potapova a.,Grass,2021,2,2,1,0,4,5,0.5
potapova a.,Grass,2023,3,1,0,0,7,5,1
potapova a.,Hard,2021,9,11,6,2,21,24,0.2222222222222222
potapova a.,Hard,2022,12,14,1,5,30,32,0.33333333333333337
potapova a.,Hard,2023,13,5,4,3,30,18,0.6153846153846154
putintseva y.,Clay,2021,10,8,1,5,23,21,0.5
putintseva y.,Clay,2022,11,7,2,4,24,18,0.36363636363636365
putintseva y.,Clay,2023,7,5,1,0,16,13,0.42857142857142855
putintseva y.,Grass,2021,1,1,0,1,2,2,0
putintseva y.,Grass,2022,1,2,0,2,3,4,0
putintseva y.,Hard,2021,18,12,1,5,45,28,0.2222222222222222
putintseva y.,Hard,2022,6,9,2,5,14,21,0.5
putintseva y.,Hard,2023,5,7,3,4,13,16,0.4
raducanu e.,Clay,2022,5,3,0,2,12,8,0.4
raducanu e.,Grass,2021,3,1,3,0,6,2,0
raducanu e.,Grass,2022,1,1,0,1,2,2,0
raducanu e.,Hard,2021,9,3,7,3,19,7,0.11111111111111109
raducanu e.,Hard,2022,9,10,1,7,22,22,0.2222222222222222
raducanu e.,Hard,2023,5,3,4,0,11,8,0.4
raina a.,Hard,2021,1,3,1,1,3,7,1
raina a.,Hard,2022,1,2,1,0,2,5,1
rakhimova k.,Clay,2021,2,4,1,1,7,9,0.5
rakhimova k.,Clay,2022,4,5,2,2,9,14,1
rakhimova k.,Clay,2023,6,4,0,1,13,9,0.16666666666666669
rakhimova k.,Grass,2022,1,1,1,0,2,2,0
rakhimova k.,Hard,2021,3,6,2,0,9,14,0.6666666666666666
rakhimova k.,Hard,2022,3,6,2,1,8,12,0
rakhimova k.,Hard,2023,1,3,1,1,4,7,1
riera j.,Clay,2023,3,1,0,0,7,3,0.33333333333333337
riske a.,Clay,2021,1,2,0,1,3,5,1
riske a.,Clay,2022,2,3,0,1,5,6,0
riske a.,Grass,2021,2,3,0,2,6,7,0.5
riske a.,Grass,2022,6,4,0,4,14,11,0.5
riske a.,Hard,2021,12,9,1,6,26,20,0.16666666666666669
riske a.,Hard,2022,14,11,7,6,30,28,0.42857142857142855
rodina e.,Grass,2023,1,2,1,0,2,4,0
rodina e.,Hard,2022,2,2,2,0,5,4,0
rodina e.,Hard,2023,2,3,2,0,4,6,0
rodionova ar.,Grass,2021,1,1,1,0,2,3,1
rogers s.,Clay,2021,5,6,1,3,13,14,0.4
rogers s.,Clay,2022,2,4,1,2,6,8,0
rogers s.,Clay,2023,3,4,1,2,9,10,0.6666666666666666
rogers s.,Grass,2021,3,3,2,1,8,7,0.33333333333333337
rogers s.,Grass,2022,4,4,1,2,10,10,0.5
rogers s.,Hard,2021,19,12,10,4,43,27,0.15789473684210525
rogers s.,Hard,2022,13,11,8,3,32,26,0.3076923076923077
rogers s.,Hard,2023,5,7,1,1,13,17,0.6
routliffe e.,Clay,2023,1,0,1,0,2,1,1
rus a.,Clay,2021,2,4,1,4,6,9,0.5
rus a.,Clay,2022,4,5,1,2,12,10,0
rus a.,Clay,2023,1,3,1,0,3,6,0
rus a.,Hard,2021,5,9,2,3,12,18,0
rus a.,Hard,2022,2,7,1,3,9,14,0
ruse e.g.,Clay,2021,8,1,5,0,16,5,0.375
ruse e.g.,Clay,2022,1,5,1,3,3,11,1
ruse e.g.,Clay,2023,1,2,1,0,3,4,0
ruse e.g.,Grass,2022,1,3,0,1,4,6,0
ruse e.g.,Hard,2021,2,4,1,0,4,8,0
ruse e.g.,Hard,2022,7,10,4,2,17,24,0.5714285714285714
ruse e.g.,Hard,2023,2,4,1,2,6,9,0.5
rybakina e.,Clay,2021,7,3,1,1,15,7,0.14285714285714288
rybakina e.,Clay,2022,6,5,0,4,16,11,0.16666666666666669
rybakina e.,Clay,2023,6,1,0,1,13,2,0
rybakina e.,Grass,2021,7,3,1,1,15,9,0.42857142857142855
rybakina e.,Grass,2022,8,2,2,2,17,6,0.25
rybakina e.,Grass,2023,1,1,0,1,3,2,0
rybakina e.,Hard,2021,13,12,1,10,32,26,0.15384615384615385
rybakina e.,Hard,2022,22,12,5,5,49,31,0.31818181818181823
rybakina e.,Hard,2023,21,5,8,3,45,15,0.23809523809523805
sabalenka a.,Clay,2021,12,3,2,2,26,8,0.16666666666666669
sabalenka a.,Clay,2022,9,5,1,3,21,14,0.4444444444444444
sabalenka a.,Clay,2023,14,3,1,2,29,9,0.21428571428571427
sabalenka a.,Grass,2021,7,3,0,3,17,8,0.2857142857142857
sabalenka a.,Grass,2022,4,2,0,2,9,5,0.25
sabalenka a.,Grass,2023,1,1,0,1,2,2,0
sabalenka a.,Hard,2021,24,11,0,10,56,28,0.25
sabalenka a.,Hard,2022,19,15,3,12,47,40,0.5263157894736842
sabalenka a.,Hard,2023,20,3,0,3,41,9,0.15
sakkari m.,Clay,2021,12,5,4,4,28,13,0.25
sakkari m.,Clay,2022,8,4,0,4,18,12,0.5
sakkari m.,Clay,2023,5,4,0,3,10,10,0.4
sakkari m.,Grass,2021,1,1,0,1,2,2,0
sakkari m.,Grass,2022,7,4,0,4,17,9,0.14285714285714288
sakkari m.,Grass,2023,4,2,0,2,8,4,0
sakkari m.,Hard,2021,21,12,8,8,48,29,0.23809523809523808
sakkari m.,Hard,2022,24,14,2,12,55,35,0.29166666666666663
sakkari m.,Hard,2023,12,6,1,4,28,19,0.5833333333333333
salkova d.,Hard,2022,1,1,1,0,2,2,0
samsonova l.,Clay,2021,2,4,1,1,5,8,0
samsonova l.,Clay,2022,3,4,1,2,9,8,0
samsonova l.,Clay,2023,4,4,0,3,10,8,0
samsonova l.,Grass,2021,8,1,6,0,16,6,0.5
samsonova l.,Grass,2022,1,3,0,2,3,6,0
samsonova l.,Grass,2023,4,2,0,2,9,6,0.5
samsonova l.,Hard,2021,12,12,5,4,27,26,0.16666666666666669
samsonova l.,Hard,2022,25,9,9,9,54,22,0.16
samsonova l.,Hard,2023,8,8,1,5,19,20,0.5
sanders s.,Clay,2021,1,3,0,1,3,6,0
sanders s.,Hard,2021,5,4,5,0,10,12,0.8
sasnovich a.,Clay,2021,4,4,0,3,9,12,1
sasnovich a.,Clay,2022,8,6,3,3,17,15,0.375
sasnovich a.,Clay,2023,2,4,0,2,7,9,0.5
sasnovich a.,Grass,2021,1,1,1,0,3,2,0
sasnovich a.,Grass,2022,2,2,0,1,6,5,0.5
sasnovich a.,Grass,2023,3,3,1,1,6,7,0.33333333333333337
sasnovich a.,Hard,2021,12,13,5,2,30,30,0.33333333333333337
sasnovich a.,Hard,2022,15,11,7,4,37,27,0.33333333333333337
