Surface,Winner,Loser,WRank,LRank,Wsets,Lsets,Comment,upset,year
Clay,Sonego L.,Halys Q.,45,65,2,1,Completed,0,2023
Clay,Garin C.,Topo M.,86,478,2,0,Completed,0,2023
Clay,Karatsev A.,Altmaier D.,129,93,2,1,Completed,1,2023
Clay,Cobolli F.,Otte O.,208,94,2,1,Completed,1,2023
Clay,Giron M.,Ritschard A.,68,209,2,1,Completed,0,2023
Clay,Rune H.,Hanfmann Y.,7,112,2,0,Completed,0,2023
Clay,Garin C.,Sonego L.,86,45,2,0,Completed,1,2023
Clay,O Connell C.,Zverev A.,82,16,2,0,Completed,1,2023
Clay,Van De Zandschulp B.,Karatsev A.,29,129,2,0,Completed,0,2023
Clay,Fritz T.,Fucsovics M.,10,75,2,1,Completed,0,2023
Clay,Thiem D.,Huesler M.A.,101,63,2,1,Completed,1,2023
Clay,O Connell C.,Cobolli F.,82,208,2,1,Completed,0,2023
Clay,Rune H.,Garin C.,7,86,2,0,Completed,0,2023
Clay,Fritz T.,Thiem D.,10,101,2,0,Completed,0,2023
Clay,Van De Zandschulp B.,Giron M.,29,68,2,0,Completed,0,2023
Clay,Rune H.,O Connell C.,7,82,2,0,Completed,0,2023
Clay,Van De Zandschulp B.,Fritz T.,29,10,2,0,Completed,1,2023
Clay,Rune H.,Van De Zandschulp B.,7,29,2,1,Completed,0,2023
Clay,Ramos-Vinolas A.,Ivashka I.,60,69,2,1,Completed,0,2023
Clay,Gaston H.,Chardy J.,106,635,2,0,Completed,0,2023
Clay,Barrere G.,Nava E.,56,173,2,1,Completed,0,2023
Clay,Molcan A.,Wu Y.,58,57,2,0,Completed,1,2023
Clay,Halys Q.,Popyrin A.,66,75,2,1,Completed,0,2023
Clay,Bublik A.,Galan D.E.,55,100,2,1,Completed,0,2023
Clay,Carballes Baena R.,Goffin D.,53,95,2,0,Completed,0,2023
Clay,Hanfmann Y.,Varillas J. P.,108,87,2,1,Completed,1,2023
Clay,Wawrinka S.,Cressy M.,84,39,2,1,Completed,1,2023
Clay,Grenier H.,Schwartzman D.,128,72,2,0,Completed,1,2023
Clay,Otte O.,Kotov P.,98,101,2,1,Completed,0,2023
Clay,Arnaldi M.,Paire B.,105,161,2,1,Completed,0,2023
Clay,Ruusuvuori E.,Humbert U.,41,77,2,0,Completed,0,2023
Clay,Munar J.,Kokkinakis T.,88,111,2,0,Completed,0,2023
Clay,Monteiro T.,Gojo B.,97,110,2,1,Completed,0,2023
Clay,Gasquet R.,Landaluce M.,43,894,2,0,Completed,0,2023
Clay,Etcheverry T.,Mannarino A.,59,46,2,0,Completed,1,2023
Clay,Shevchenko A.,Wolf J.J.,96,49,2,0,Completed,1,2023
Clay,Safiullin R.,Jarry N.,112,51,2,1,Completed,1,2023
Clay,Thiem D.,Edmund K.,93,498,2,0,Completed,0,2023
Clay,Zhang Zh.,Rodionov J.,99,119,2,0,Completed,0,2023
Clay,Watanuki Y.,Moutet C.,117,64,2,0,Completed,1,2023
Clay,Garin C.,Huesler M.A.,73,76,2,0,Completed,0,2023
Clay,Cachin P.,Shelbayh A.,67,243,2,0,Completed,0,2023
Clay,Struff J.L.,Sonego L.,65,47,2,0,Completed,1,2023
Clay,Giron M.,Borges N.,61,74,2,0,Completed,0,2023
Clay,Cecchinato M.,Fucsovics M.,85,83,2,0,Completed,1,2023
Clay,O Connell C.,Krajinovic F.,81,79,2,1,Completed,1,2023
Clay,Vavassori A.,Murray A.,164,52,2,0,Completed,1,2023
Clay,Lajovic D.,Kubler J.,40,63,2,0,Completed,0,2023
Clay,Zapata Miralles B.,Mcdonald M.,42,54,2,1,Completed,0,2023
Clay,Karatsev A.,Djere L.,121,70,2,0,Completed,1,2023
Clay,Arnaldi M.,Ruud C.,105,4,2,0,Completed,1,2023
Clay,Altmaier D.,Otte O.,92,98,2,0,Completed,0,2023
Clay,Nishioka Y.,Molcan A.,34,58,2,1,Completed,0,2023
Clay,Hanfmann Y.,Musetti L.,108,18,2,0,Completed,1,2023
Clay,Rublev A.,Wawrinka S.,6,84,2,0,Completed,0,2023
Clay,Dimitrov G.,Barrere G.,32,56,2,0,Completed,0,2023
Clay,Khachanov K.,Monteiro T.,12,97,2,1,Completed,0,2023
Clay,Alcaraz C.,Ruusuvuori E.,2,41,2,1,Completed,0,2023
Clay,Bautista Agut R.,Halys Q.,25,66,2,1,Completed,0,2023
Clay,Coric B.,Gaston H.,20,106,2,0,Completed,0,2023
Clay,Grenier H.,Korda S.,128,28,2,0,Completed,1,2023
Clay,Hurkacz H.,Gasquet R.,15,43,2,1,Completed,0,2023
Clay,Rune H.,Bublik A.,7,55,2,1,Completed,0,2023
Clay,Davidovich Fokina A.,Ramos-Vinolas A.,35,60,2,0,Completed,0,2023
Clay,Zverev A.,Carballes Baena R.,16,53,2,1,Completed,0,2023
Clay,Shevchenko A.,Lehecka J.,96,37,2,0,Completed,1,2023
Clay,Struff J.L.,Shelton B.,65,38,2,1,Completed,1,2023
Clay,Medvedev D.,Vavassori A.,3,164,2,0,Completed,0,2023
Clay,Safiullin R.,Paul T.,112,17,2,0,Completed,1,2023
Clay,Karatsev A.,Van De Zandschulp B.,121,29,2,0,Completed,1,2023
Clay,Lajovic D.,Auger-Aliassime F.,40,9,2,1,Completed,1,2023
Clay,Zapata Miralles B.,Evans D.,42,24,2,0,Completed,1,2023
Clay,De Minaur A.,Cecchinato M.,19,85,2,0,Completed,0,2023
Clay,Baez S.,Giron M.,31,61,2,1,Completed,0,2023
Clay,Fritz T.,O Connell C.,10,81,2,0,Completed,0,2023
Clay,Tiafoe F.,Etcheverry T.,11,59,2,0,Completed,0,2023
Clay,Garin C.,Kecmanovic M.,73,33,2,1,Completed,1,2023
Clay,Cachin P.,Cerundolo F.,67,30,2,0,Completed,1,2023
Clay,Norrie C.,Watanuki Y.,13,117,2,0,Completed,0,2023
Clay,Zhang Zh.,Shapovalov D.,99,27,2,1,Completed,1,2023
Clay,Tsitsipas S.,Thiem D.,5,93,2,1,Completed,0,2023
Clay,Khachanov K.,Bautista Agut R.,12,25,2,1,Completed,0,2023
Clay,Munar J.,Arnaldi M.,88,105,2,1,Completed,0,2023
Clay,Rublev A.,Nishioka Y.,6,34,2,0,Completed,0,2023
Clay,Zverev A.,Grenier H.,16,128,2,0,Completed,0,2023
Clay,Coric B.,Hurkacz H.,20,15,2,0,Completed,1,2023
Clay,Alcaraz C.,Dimitrov G.,2,32,2,0,Completed,0,2023
Clay,Altmaier D.,Hanfmann Y.,92,108,2,0,Completed,0,2023
Clay,Davidovich Fokina A.,Rune H.,35,7,2,1,Completed,1,2023
Clay,Medvedev D.,Shevchenko A.,3,96,2,1,Completed,0,2023
Clay,Struff J.L.,Lajovic D.,65,40,2,1,Completed,1,2023
Clay,Karatsev A.,De Minaur A.,121,19,2,1,Completed,1,2023
Clay,Cachin P.,Tiafoe F.,67,11,2,0,Completed,1,2023
Clay,Zapata Miralles B.,Safiullin R.,42,112,2,1,Completed,0,2023
Clay,Fritz T.,Garin C.,10,73,2,0,Completed,0,2023
Clay,Tsitsipas S.,Baez S.,5,31,2,1,Completed,0,2023
Clay,Zhang Zh.,Norrie C.,99,13,2,1,Completed,1,2023
Clay,Altmaier D.,Munar J.,92,88,2,0,Completed,1,2023
Clay,Khachanov K.,Rublev A.,12,6,2,0,Completed,1,2023
Clay,Karatsev A.,Medvedev D.,121,3,2,0,Completed,1,2023
Clay,Coric B.,Davidovich Fokina A.,20,35,2,1,Completed,0,2023
Clay,Alcaraz C.,Zverev A.,2,16,2,0,Completed,0,2023
Clay,Zhang Zh.,Fritz T.,99,10,2,1,Completed,1,2023
Clay,Struff J.L.,Cachin P.,65,67,2,1,Completed,0,2023
Clay,Tsitsipas S.,Zapata Miralles B.,5,42,2,0,Completed,0,2023
Clay,Alcaraz C.,Khachanov K.,2,12,2,0,Completed,0,2023
Clay,Coric B.,Altmaier D.,20,92,2,0,Completed,0,2023
Clay,Karatsev A.,Zhang Zh.,121,99,2,0,Completed,1,2023
Clay,Struff J.L.,Tsitsipas S.,65,5,2,1,Completed,1,2023
Clay,Alcaraz C.,Coric B.,2,20,2,0,Completed,0,2023
Clay,Struff J.L.,Karatsev A.,65,121,2,1,Completed,0,2023
Clay,Alcaraz C.,Struff J.L.,2,65,2,1,Completed,0,2023
Clay,Wawrinka S.,Ivashka I.,84,73,2,0,Completed,1,2023
Clay,Fucsovics M.,Krajinovic F.,92,74,2,0,Completed,1,2023
Clay,Etcheverry T.,Van Assche L.,61,85,2,0,Completed,0,2023
Clay,Baez S.,Varillas J.P.,40,97,2,0,Completed,0,2023
Clay,Garin C.,Cachin P.,79,68,2,1,Completed,1,2023
Clay,Wu Y.,Gasquet R.,57,44,2,1,Completed,1,2023
Clay,Muller A.,Edmund K.,100,473,2,0,Completed,0,2023
Clay,Bublik A.,Martinez P.,49,142,2,0,Completed,0,2023
Clay,Fils A.,Cerundolo J.M.,119,105,2,1,Completed,1,2023
Clay,Popyrin A.,O Connell C.,77,78,2,0,Completed,0,2023
Clay,Safiullin R.,Giron M.,103,60,2,0,Completed,1,2023
Clay,Fognini F.,Murray A.,130,42,2,1,Completed,1,2023
Clay,Rinderknech A.,Cobolli F.,89,183,2,0,Completed,0,2023
Clay,Barrere G.,Nakashima B.,63,47,2,0,Completed,1,2023
Clay,Altmaier D.,Zeppieri G.,65,120,2,1,Completed,0,2023
Clay,Carballes Baena R.,Dellien H.,51,157,2,0,Completed,0,2023
Clay,Kubler J.,Huesler M.A.,66,82,2,1,Completed,0,2023
Clay,Monteiro T.,Mannarino A.,98,45,2,0,Completed,1,2023
Clay,Goffin D.,Nardi L.,107,151,2,1,Completed,0,2023
Clay,Ruusuvuori E.,Humbert U.,43,50,2,1,Completed,0,2023
Clay,Cecchinato M.,Mcdonald M.,83,55,2,0,Completed,1,2023
Clay,Pella G.,Cressy M.,484,41,2,0,Completed,1,2023
Clay,Ramos-Vinolas A.,Passaro F.,72,126,2,1,Completed,0,2023
Clay,Sonego L.,Chardy J.,48,591,2,0,Completed,0,2023
Clay,Borges N.,Lajovic D.,88,46,2,0,Completed,1,2023
Clay,Marozsan F.,Moutet C.,135,67,2,1,Completed,1,2023
Clay,Hanfmann Y.,Jarry N.,101,56,2,0,Completed,1,2023
Clay,Wolf J.J.,Grenier H.,54,124,2,0,Completed,0,2023
Clay,Molcan A.,Napolitano S.,59,555,2,1,Completed,0,2023
Clay,Arnaldi M.,Schwartzman D.,99,91,2,1,Completed,1,2023
Clay,Popyrin A.,Auger-Aliassime F.,77,10,2,1,Completed,1,2023
Clay,Norrie C.,Muller A.,13,100,2,0,Completed,0,2023
Clay,Cerundolo F.,Wu Y.,31,57,2,1,Completed,0,2023
Clay,Sinner J.,Kokkinakis T.,8,104,2,0,Completed,0,2023
Clay,Fucsovics M.,De Minaur A.,92,18,2,0,Completed,1,2023
Clay,Shevchenko A.,Baez S.,93,40,2,0,Completed,1,2023
Clay,Dimitrov G.,Wawrinka S.,33,84,2,0,Completed,0,2023
Clay,Safiullin R.,Korda S.,103,29,2,0,Completed,1,2023
Clay,Djere L.,Van De Zandschulp B.,62,30,2,0,Completed,1,2023
Clay,Barrere G.,Khachanov K.,63,11,2,1,Completed,1,2023
Clay,Fognini F.,Kecmanovic M.,130,37,2,0,Completed,1,2023
Clay,Garin C.,Paul T.,79,17,2,1,Completed,1,2023
Clay,Bublik A.,Shelton B.,49,35,2,1,Completed,1,2023
Clay,Djokovic N.,Etcheverry T.,1,61,2,0,Completed,0,2023
Clay,Rune H.,Fils A.,7,119,2,0,Completed,0,2023
Clay,Ruud C.,Rinderknech A.,4,89,2,0,Completed,0,2023
Clay,Rublev A.,Molcan A.,6,59,2,0,Completed,0,2023
Clay,Coric B.,Monteiro T.,16,98,2,1,Completed,0,2023
Clay,Carballes Baena R.,Evans D.,51,24,2,1,Completed,1,2023
Clay,Zapata Miralles B.,Kubler J.,38,66,2,0,Completed,0,2023
Clay,Alcaraz C.,Ramos-Vinolas A.,2,72,2,0,Completed,0,2023
Clay,Wolf J.J.,Hurkacz H.,54,15,2,0,Completed,1,2023
Clay,Sonego L.,Nishioka Y.,48,32,2,0,Completed,1,2023
Clay,Davidovich Fokina A.,Pella G.,34,484,2,0,Completed,0,2023
Clay,Cecchinato M.,Bautista Agut R.,83,25,2,0,Completed,1,2023
Clay,Medvedev D.,Ruusuvuori E.,3,43,2,0,Completed,0,2023
Clay,Hanfmann Y.,Fritz T.,101,9,2,0,Completed,1,2023
Clay,Tsitsipas S.,Borges N.,5,88,2,0,Completed,0,2023
Clay,Musetti L.,Arnaldi M.,19,99,2,0,Completed,0,2023
Clay,Marozsan F.,Lehecka J.,135,39,2,1,Completed,1,2023
Clay,Tiafoe F.,Altmaier D.,12,65,2,1,Completed,0,2023
Clay,Zverev A.,Goffin D.,22,107,2,1,Completed,0,2023
Clay,Popyrin A.,Safiullin R.,77,103,2,0,Completed,0,2023
Clay,Cerundolo F.,Barrere G.,31,63,2,1,Completed,0,2023
Clay,Rune H.,Fognini F.,7,130,2,0,Completed,0,2023
Clay,Djokovic N.,Dimitrov G.,1,33,2,1,Completed,0,2023
Clay,Ruud C.,Bublik A.,4,49,2,1,Completed,0,2023
Clay,Norrie C.,Fucsovics M.,13,92,2,0,Completed,0,2023
Clay,Sinner J.,Shevchenko A.,8,93,2,1,Completed,0,2023
Clay,Coric B.,Carballes Baena R.,16,51,2,0,Completed,0,2023
Clay,Hanfmann Y.,Cecchinato M.,101,83,2,1,Completed,1,2023
Clay,Marozsan F.,Alcaraz C.,135,2,2,0,Completed,1,2023
Clay,Rublev A.,Davidovich Fokina A.,6,34,2,0,Completed,0,2023
Clay,Medvedev D.,Zapata Miralles B.,3,38,2,1,Completed,0,2023
Clay,Zverev A.,Wolf J.J.,22,54,2,0,Completed,0,2023
Clay,Tsitsipas S.,Sonego L.,5,48,2,0,Completed,0,2023
Clay,Musetti L.,Tiafoe F.,19,12,2,1,Completed,1,2023
Clay,Rune H.,Popyrin A.,7,77,2,1,Completed,0,2023
Clay,Djokovic N.,Norrie C.,1,13,2,0,Completed,0,2023
Clay,Ruud C.,Djere L.,4,62,2,0,Completed,0,2023
Clay,Cerundolo F.,Sinner J.,31,8,2,1,Completed,1,2023
Clay,Hanfmann Y.,Rublev A.,101,6,2,1,Completed,1,2023
Clay,Medvedev D.,Zverev A.,3,22,2,0,Completed,0,2023
Clay,Coric B.,Marozsan F.,16,135,2,1,Completed,0,2023
Clay,Tsitsipas S.,Musetti L.,5,19,2,0,Completed,0,2023
Clay,Rune H.,Djokovic N.,7,1,2,1,Completed,1,2023
Clay,Ruud C.,Cerundolo F.,4,31,2,0,Completed,0,2023
Clay,Medvedev D.,Hanfmann Y.,3,101,2,0,Completed,0,2023
Clay,Tsitsipas S.,Coric B.,5,16,2,0,Completed,0,2023
Clay,Rune H.,Ruud C.,7,4,2,1,Completed,1,2023
Clay,Medvedev D.,Tsitsipas S.,3,5,2,0,Completed,0,2023
Clay,Medvedev D.,Rune H.,3,7,2,0,Completed,0,2023
Clay,Cecchinato M.,Shelton B.,73,733,2,1,Completed,0,2023
Clay,Eubanks C.,Paire B.,75,729,2,0,Completed,0,2023
Clay,Jarry N.,Lajovic D.,54,862,2,0,Completed,0,2023
Clay,Zapata Miralles B.,Sachko V.,37,1041,2,0,Completed,0,2023
Clay,Mannarino A.,Krajinovic F.,47,917,2,0,Completed,0,2023
Clay,Carballes Baena R.,Rincon D.,58,841,2,1,Completed,0,2023
Clay,Wu Y.,Huesler M.A.,59,839,2,1,Completed,0,2023
Clay,Giron M.,Bublik A.,74,730,2,0,Completed,0,2023
Clay,O Connell C.,Serdarusic N.,85,702,2,1,Completed,0,2023
Clay,Ivashka I.,Pella G.,86,696,2,0,Completed,0,2023
Clay,Griekspoor T.,Travaglia S.,39,1024,2,0,Completed,0,2023
Clay,Wolf J.J.,Dellien H.,49,905,2,0,Completed,0,2023
Clay,Zverev A.,Eubanks C.,27,1360,2,0,Completed,0,2023
Clay,Wu Y.,Cecchinato M.,59,839,2,0,Completed,0,2023
Clay,Ivashka I.,Mannarino A.,86,696,2,1,Completed,0,2023
Clay,Fritz T.,Giron M.,9,3390,2,1,Completed,0,2023
Clay,Dimitrov G.,Carballes Baena R.,33,1125,2,0,Completed,0,2023
Clay,Ruud C.,Wolf J.J.,4,4915,2,0,Completed,0,2023
Clay,Fritz T.,Ivashka I.,9,3390,2,0,Completed,0,2023
Clay,Dimitrov G.,O Connell C.,33,1125,2,1,Completed,0,2023
Clay,Jarry N.,Ruud C.,54,862,2,1,Completed,0,2023
Clay,Dimitrov G.,Fritz T.,33,1125,2,1,Completed,0,2023
Clay,Jarry N.,Zverev A.,54,862,2,0,Completed,0,2023
Clay,Jarry N.,Dimitrov G.,54,862,2,0,Completed,0,2023
Clay,Varillas J. P.,Ramos-Vinolas A.,97,648,2,1,Completed,0,2023
Clay,Barrere G.,Moutet C.,55,846,2,0,Completed,0,2023
Clay,Draper J.,Muller A.,60,832,2,0,Completed,0,2023
Clay,Nakashima B.,Schwartzman D.,52,877,2,0,Completed,0,2023
Clay,Kecmanovic M.,Roca Batalla O.,36,1055,2,0,Completed,0,2023
Clay,Rinderknech A.,Harris L.,78,725,2,0,Completed,0,2023
Clay,Fils A.,Zhang Zh.,112,559,2,0,Completed,0,2023
Clay,Ymer M.,Gasquet R.,53,876,2,0,Completed,0,2023
Clay,Goffin D.,Lopez San Martin A.,113,550,2,0,Completed,0,2023
Clay,Baez S.,Fucsovics M.,44,955,2,0,Completed,0,2023
Clay,Llamas Ruiz P.,Purcell M.,240,236,2,1,Completed,1,2023
Clay,Cachin P.,Monfils G.,63,793,2,1,Completed,0,2023
Clay,Draper J.,Kecmanovic M.,60,832,2,0,Completed,0,2023
Clay,Nakashima B.,Rinderknech A.,52,877,2,1,Completed,0,2023
Clay,Baez S.,Cachin P.,44,955,2,1,Completed,0,2023
Clay,Paul T.,Barrere G.,17,2135,2,1,Completed,0,2023
Clay,Norrie C.,Goffin D.,14,2520,2,0,Completed,0,2023
Clay,Auger-Aliassime F.,Llamas Ruiz P.,10,3065,2,0,Completed,0,2023
Clay,Cerundolo F.,Draper J.,28,1345,2,1,Completed,0,2023
Clay,Norrie C.,Baez S.,14,2520,2,1,Completed,0,2023
Clay,Nakashima B.,Paul T.,52,877,2,0,Completed,0,2023
Clay,Cerundolo F.,Norrie C.,28,1345,2,0,Completed,0,2023
Clay,Fils A.,Nakashima B.,112,559,2,1,Completed,0,2023
Clay,Fils A.,Cerundolo F.,112,559,2,0,Completed,0,2023
Clay,Khachanov K.,Lestienne C.,11,70,3,2,Completed,0,2023
Clay,Hurkacz H.,Goffin D.,14,111,3,2,Completed,0,2023
Clay,Ofner S.,Cressy M.,118,44,3,0,Completed,1,2023
Clay,Griekspoor T.,Martinez P.,39,135,3,2,Completed,0,2023
Clay,Albot R.,Kypson P.,113,329,3,1,Completed,0,2023
Clay,Kokkinakis T.,Evans D.,108,25,3,0,Completed,1,2023
Clay,Fucsovics M.,Grenier H.,83,122,3,1,Completed,0,2023
Clay,Tsitsipas S.,Vesely J.,5,455,3,1,Completed,0,2023
Clay,Kubler J.,Diaz Acosta F.,69,137,3,2,Completed,0,2023
Clay,Borges N.,Isner J.,80,90,3,2,Completed,0,2023
Clay,Korda S.,Mcdonald M.,30,59,3,0,Completed,0,2023
Clay,Arnaldi M.,Galan D.E.,106,91,3,1,Completed,1,2023
Clay,Carballes Baena R.,Nava E.,57,242,3,0,Completed,0,2023
Clay,Musetti L.,Ymer M.,18,56,3,0,Completed,0,2023
Clay,Rublev A.,Djere L.,7,60,3,1,Completed,0,2023
Clay,Moutet C.,Cazaux A.,61,190,3,1,Completed,0,2023
Clay,Sonego L.,Shelton B.,48,36,3,1,Completed,1,2023
Clay,Shevchenko A.,Otte O.,87,120,3,1,Completed,0,2023
Clay,Humbert U.,Mannarino A.,40,47,3,0,Completed,0,2023
Clay,Pouille L.,Rodionov J.,675,134,3,0,Completed,1,2023
Clay,Shapovalov D.,Nakashima B.,32,45,3,2,Completed,0,2023
Clay,Norrie C.,Paire B.,13,149,3,2,Completed,0,2023
Clay,Schwartzman D.,Zapata Miralles B.,95,38,3,2,Completed,1,2023
Clay,Varillas J.P.,Shang J.,94,200,3,2,Completed,0,2023
Clay,De Minaur A.,Ivashka I.,19,73,3,1,Completed,0,2023
Clay,Karatsev A.,Popyrin A.,62,85,3,1,Completed,0,2023
Clay,Bautista Agut R.,Wu Y.,24,54,3,0,Completed,0,2023
Clay,Fognini F.,Auger-Aliassime F.,130,10,3,0,Completed,1,2023
Clay,Wawrinka S.,Ramos-Vinolas A.,89,67,3,2,Completed,1,2023
Clay,Daniel T.,O Connell C.,112,77,3,0,Completed,1,2023
Clay,Djokovic N.,Kovacevic A.,3,114,3,0,Completed,0,2023
Clay,Tirante T.A.,Van De Zandschulp B.,153,31,3,1,Completed,1,2023
Clay,Coric B.,Coria F.,16,96,3,1,Completed,0,2023
Clay,Cachin P.,Thiem D.,64,92,3,2,Completed,0,2023
Clay,Giron M.,Medjedovic H.,75,168,3,1,Completed,0,2023
Clay,Lehecka J.,Struff J.L.,41,28,3,2,Completed,1,2023
Clay,Davidovich Fokina A.,Fils A.,34,63,3,1,Completed,0,2023
Clay,Alcaraz C.,Cobolli F.,1,159,3,0,Completed,0,2023
Clay,Altmaier D.,Huesler M.A.,79,84,3,0,Completed,0,2023
Clay,Tiafoe F.,Krajinovic F.,12,93,3,0,Completed,0,2023
Clay,Van Assche L.,Cecchinato M.,82,72,3,0,Completed,1,2023
Clay,Sinner J.,Muller A.,9,101,3,0,Completed,0,2023
Clay,Paul T.,Stricker D.,17,116,3,0,Completed,0,2023
Clay,Jarry N.,Dellien H.,35,160,3,0,Completed,0,2023
Clay,Ruud C.,Ymer E.,4,155,3,0,Completed,0,2023
Clay,Nishioka Y.,Wolf J.J.,33,50,3,2,Completed,0,2023
Clay,Olivieri G.,Mpetshi G.,231,237,3,2,Completed,0,2023
Clay,Vavassori A.,Kecmanovic M.,148,37,3,2,Completed,1,2023
Clay,Purcell M.,Thompson J.,68,76,3,1,Completed,0,2023
Clay,Molcan A.,Gaston H.,86,109,3,0,Completed,0,2023
Clay,Zverev A.,Harris L.,27,294,3,0,Completed,0,2023
Clay,Zeppieri G.,Bublik A.,129,51,3,2,Completed,1,2023
Clay,Seyboth Wild T.,Medvedev D.,172,2,3,2,Completed,1,2023
Clay,Ruusuvuori E.,Barrere G.,46,58,3,2,Completed,0,2023
Clay,Cerundolo F.,Munar J.,23,81,3,1,Completed,0,2023
Clay,Rune H.,Eubanks C.,6,74,3,1,Completed,0,2023
Clay,Pella G.,Halys Q.,423,88,3,2,Completed,1,2023
Clay,Rinderknech A.,Gasquet R.,78,52,3,1,Completed,1,2023
Clay,Fritz T.,Mmoh M.,8,123,3,0,Completed,0,2023
Clay,Dimitrov G.,Skatov T.,29,147,3,0,Completed,0,2023
Clay,Hanfmann Y.,Monteiro T.,65,98,3,2,Completed,0,2023
Clay,Monfils G.,Baez S.,394,42,3,2,Completed,1,2023
Clay,Fognini F.,Kubler J.,130,69,3,0,Completed,1,2023
Clay,Ofner S.,Korda S.,118,30,3,0,Completed,1,2023
Clay,Tsitsipas S.,Carballes Baena R.,5,57,3,0,Completed,0,2023
Clay,Sonego L.,Humbert U.,48,40,3,0,Completed,1,2023
Clay,Kokkinakis T.,Wawrinka S.,108,89,3,2,Completed,1,2023
Clay,Schwartzman D.,Borges N.,95,80,3,0,Completed,1,2023
Clay,Shapovalov D.,Arnaldi M.,32,106,3,1,Completed,0,2023
Clay,Varillas J.P.,Bautista Agut R.,94,24,3,2,Completed,1,2023
Clay,Alcaraz C.,Daniel T.,1,112,3,1,Completed,0,2023
Clay,Khachanov K.,Albot R.,11,113,3,0,Completed,0,2023
Clay,Hurkacz H.,Griekspoor T.,14,39,3,2,Completed,0,2023
Clay,Davidovich Fokina A.,Van Assche L.,34,82,3,0,Completed,0,2023
Clay,Norrie C.,Pouille L.,13,675,3,0,Completed,0,2023
Clay,Rublev A.,Moutet C.,7,61,3,1,Completed,0,2023
Clay,Musetti L.,Shevchenko A.,18,87,3,0,Completed,0,2023
Clay,Djokovic N.,Fucsovics M.,3,83,3,0,Completed,0,2023
Clay,Coric B.,Cachin P.,16,64,3,2,Completed,0,2023
Clay,Etcheverry T.,De Minaur A.,49,19,3,0,Completed,1,2023
Clay,Ruud C.,Zeppieri G.,4,129,3,1,Completed,0,2023
Clay,Altmaier D.,Sinner J.,79,9,3,2,Completed,1,2023
Clay,Nishioka Y.,Purcell M.,33,68,3,1,Completed,0,2023
Clay,Dimitrov G.,Ruusuvuori E.,29,46,3,0,Completed,0,2023
Clay,Seyboth Wild T.,Pella G.,172,423,3,1,Completed,0,2023
Clay,Zhang Zh.,Tirante T.A.,71,153,3,0,Completed,0,2023
Clay,Tiafoe F.,Karatsev A.,12,62,3,1,Completed,0,2023
Clay,Olivieri G.,Vavassori A.,231,148,3,1,Completed,1,2023
Clay,Jarry N.,Paul T.,35,17,3,1,Completed,1,2023
Clay,Giron M.,Lehecka J.,75,41,3,0,Completed,1,2023
Clay,Cerundolo F.,Hanfmann Y.,23,65,3,0,Completed,0,2023
Clay,Fritz T.,Rinderknech A.,8,78,3,1,Completed,0,2023
Clay,Zverev A.,Molcan A.,27,86,3,0,Completed,0,2023
Clay,Khachanov K.,Kokkinakis T.,11,108,3,1,Completed,0,2023
Clay,Sonego L.,Rublev A.,48,7,3,2,Completed,1,2023
Clay,Ofner S.,Fognini F.,118,130,3,2,Completed,0,2023
Clay,Djokovic N.,Davidovich Fokina A.,3,34,3,0,Completed,0,2023
Clay,Musetti L.,Norrie C.,18,13,3,0,Completed,1,2023
Clay,Tsitsipas S.,Schwartzman D.,5,95,3,0,Completed,0,2023
Clay,Varillas J.P.,Hurkacz H.,94,14,3,2,Completed,1,2023
Clay,Alcaraz C.,Shapovalov D.,1,32,3,0,Completed,0,2023
Clay,Ruud C.,Zhang Zh.,4,71,3,1,Completed,0,2023
Clay,Nishioka Y.,Seyboth Wild T.,33,172,3,2,Completed,0,2023
Clay,Etcheverry T.,Coric B.,49,16,3,0,Completed,1,2023
Clay,Jarry N.,Giron M.,35,75,3,1,Completed,0,2023
Clay,Rune H.,Olivieri G.,6,231,3,0,Completed,0,2023
Clay,Cerundolo F.,Fritz T.,23,8,3,1,Completed,1,2023
Clay,Dimitrov G.,Altmaier D.,29,79,3,0,Completed,0,2023
Clay,Zverev A.,Tiafoe F.,27,12,3,1,Completed,1,2023
Clay,Khachanov K.,Sonego L.,11,48,3,1,Completed,0,2023
Clay,Djokovic N.,Varillas J.P.,3,94,3,0,Completed,0,2023
Clay,Alcaraz C.,Musetti L.,1,18,3,0,Completed,0,2023
Clay,Tsitsipas S.,Ofner S.,5,118,3,0,Completed,0,2023
Clay,Ruud C.,Jarry N.,4,35,3,0,Completed,0,2023
Clay,Rune H.,Cerundolo F.,6,23,3,2,Completed,0,2023
Clay,Zverev A.,Dimitrov G.,27,29,3,0,Completed,0,2023
Clay,Etcheverry T.,Nishioka Y.,49,33,3,0,Completed,1,2023
Clay,Djokovic N.,Khachanov K.,3,11,3,1,Completed,0,2023
Clay,Alcaraz C.,Tsitsipas S.,1,5,3,0,Completed,0,2023
Clay,Zverev A.,Etcheverry T.,27,49,3,1,Completed,0,2023
Clay,Ruud C.,Rune H.,4,6,3,1,Completed,0,2023
Clay,Djokovic N.,Alcaraz C.,3,1,3,1,Completed,1,2023
Clay,Ruud C.,Zverev A.,4,27,3,0,Completed,0,2023
Clay,Djokovic N.,Ruud C.,3,4,3,0,Completed,0,2023
Grass,Huesler M.A.,Cressy M.,82,40,2,0,Completed,1,2023
