Surface,Winner,Loser,WRank,LRank,Wsets,Lsets,Comment,upset,year
Hard,Giron M.,Gasquet R.,61,68,2,1,Completed,0,2023
Hard,Kecmanovic M.,O Connell C.,29,78,2,0,Completed,0,2023
Hard,Nishioka Y.,Rune H.,36,11,2,1,Completed,1,2023
Hard,Popyrin A.,Auger-Aliassime F.,120,6,2,0,Completed,1,2023
Hard,Halys Q.,Thompson J.,64,84,2,0,Completed,0,2023
Hard,Safiullin R.,Ymer M.,88,69,2,0,Completed,1,2023
Hard,Draper J.,Kwon S.W.,42,83,2,0,Completed,0,2023
Hard,Kokkinakis T.,Cressy M.,93,34,2,0,Completed,1,2023
Hard,Khachanov K.,Cachin P.,20,57,2,0,Completed,0,2023
Hard,Djokovic N.,Lestienne C.,5,65,2,0,Completed,0,2023
Hard,Sinner J.,Edmund K.,15,582,2,0,Completed,0,2023
Hard,Shapovalov D.,Hijikata R.,18,164,2,1,Completed,0,2023
Hard,Bautista Agut R.,Rublev A.,21,8,2,1,Completed,1,2023
Hard,Korda S.,Murray A.,33,49,2,0,Completed,0,2023
Hard,Khachanov K.,Draper J.,20,42,2,0,Completed,0,2023
Hard,Nishioka Y.,Mcdonald M.,36,63,2,0,Completed,0,2023
Hard,Medvedev D.,Kecmanovic M.,7,29,2,0,Completed,0,2023
Hard,Popyrin A.,Giron M.,120,61,2,1,Completed,1,2023
Hard,Shapovalov D.,Safiullin R.,18,88,2,0,Completed,0,2023
Hard,Djokovic N.,Halys Q.,5,64,2,0,Completed,0,2023
Hard,Korda S.,Bautista Agut R.,33,21,2,0,Completed,1,2023
Hard,Sinner J.,Kokkinakis T.,15,93,2,0,Completed,0,2023
Hard,Nishioka Y.,Popyrin A.,36,120,2,1,Completed,0,2023
Hard,Korda S.,Sinner J.,33,15,2,0,Completed,1,2023
Hard,Medvedev D.,Khachanov K.,7,20,2,0,Completed,0,2023
Hard,Djokovic N.,Shapovalov D.,5,18,2,0,Completed,0,2023
Hard,Djokovic N.,Medvedev D.,5,7,2,0,Completed,0,2023
Hard,Djokovic N.,Korda S.,5,33,2,1,Completed,0,2023
Hard,Bonzi B.,Tseng C.H.,60,115,2,0,Completed,0,2023
Hard,Carballes Baena R.,Zapata Miralles B.,74,72,2,0,Completed,1,2023
Hard,Mmoh M.,Dhamne M.,113,10000,2,0,Completed,0,2023
Hard,Griekspoor T.,Munar J.,95,58,2,0,Completed,1,2023
Hard,Djere L.,Molcan A.,70,50,2,0,Completed,1,2023
Hard,Cecchinato M.,Basilashvili N.,101,91,2,0,Completed,1,2023
Hard,Krajinovic F.,Nagal S.,54,503,2,1,Completed,0,2023
Hard,Van Rijthoven T.,Albot R.,111,103,2,0,Completed,1,2023
Hard,Marterer M.,Ymer E.,159,127,2,1,Completed,1,2023
Hard,Martinez P.,Ramanathan R.,62,435,2,1,Completed,0,2023
Hard,Karatsev A.,Andujar P.,59,121,2,0,Completed,0,2023
Hard,Cobolli F.,Mukund S.,171,340,2,0,Completed,0,2023
Hard,Marterer M.,Djere L.,159,70,2,0,Completed,1,2023
Hard,Karatsev A.,Van Rijthoven T.,59,111,2,0,Completed,0,2023
Hard,Martinez P.,Baez S.,62,43,2,1,Completed,1,2023
Hard,Griekspoor T.,Cecchinato M.,95,101,2,0,Completed,0,2023
Hard,Van De Zandschulp B.,Cobolli F.,35,171,2,0,Completed,0,2023
Hard,Bonzi B.,Ruusuvuori E.,60,40,2,0,Completed,1,2023
Hard,Krajinovic F.,Mmoh M.,54,113,2,1,Completed,0,2023
Hard,Cilic M.,Carballes Baena R.,17,74,2,1,Completed,0,2023
Hard,Karatsev A.,Martinez P.,59,62,2,0,Completed,0,2023
Hard,Van De Zandschulp B.,Marterer M.,35,159,2,0,Completed,0,2023
Hard,Bonzi B.,Krajinovic F.,60,54,2,0,Completed,1,2023
Hard,Griekspoor T.,Karatsev A.,95,59,2,0,Completed,1,2023
Hard,Bonzi B.,Van De Zandschulp B.,60,35,2,1,Completed,1,2023
Hard,Griekspoor T.,Bonzi B.,95,60,2,1,Completed,1,2023
Hard,Mcdonald M.,Evans D.,63,27,2,0,Completed,1,2023
Hard,Draper J.,Sonego L.,40,44,2,0,Completed,0,2023
Hard,Kecmanovic M.,Edmund K.,28,583,2,0,Completed,0,2023
Hard,Davidovich Fokina A.,Nakashima B.,32,47,2,0,Completed,0,2023
Hard,Kokkinakis T.,Popyrin A.,110,113,2,1,Completed,0,2023
Hard,Paul T.,O Connell C.,35,79,2,0,Completed,0,2023
Hard,Millman J.,Ramos-Vinolas A.,148,38,2,1,Completed,1,2023
Hard,Haase R.,Bonzi B.,257,50,2,0,Completed,1,2023
Hard,Huesler M.A.,Rinderknech A.,55,45,2,1,Completed,1,2023
Hard,Kwon S.W.,Machac T.,84,115,2,0,Completed,0,2023
Hard,Ymer M.,Ruusuvuori E.,77,46,2,1,Completed,1,2023
Hard,Kubler J.,Etcheverry T.,86,80,2,0,Completed,1,2023
Hard,Davidovich Fokina A.,Millman J.,32,148,2,0,Completed,0,2023
Hard,Draper J.,Paul T.,40,35,2,0,Completed,1,2023
Hard,Khachanov K.,Huesler M.A.,20,55,2,0,Completed,0,2023
Hard,Ymer M.,Mcdonald M.,77,63,2,1,Completed,1,2023
Hard,Kwon S.W.,Carreno Busta P.,84,15,2,1,Completed,1,2023
Hard,Bautista Agut R.,Haase R.,26,257,2,1,Completed,0,2023
Hard,Kecmanovic M.,Kubler J.,28,86,2,1,Completed,0,2023
Hard,Kokkinakis T.,Rublev A.,110,6,2,1,Completed,1,2023
Hard,Draper J.,Khachanov K.,40,20,2,0,Completed,1,2023
Hard,Kwon S.W.,Ymer M.,84,77,2,0,Completed,1,2023
Hard,Bautista Agut R.,Davidovich Fokina A.,26,32,2,0,Completed,0,2023
Hard,Kokkinakis T.,Kecmanovic M.,110,28,2,1,Completed,1,2023
Hard,Kwon S.W.,Draper J.,84,40,2,1,Completed,1,2023
Hard,Bautista Agut R.,Kokkinakis T.,26,110,2,1,Completed,0,2023
Hard,Kwon S.W.,Bautista Agut R.,84,26,2,1,Completed,1,2023
Hard,Lestienne C.,Cachin P.,65,59,2,0,Completed,1,2023
Hard,Goffin D.,Bublik A.,53,36,2,0,Completed,1,2023
Hard,Brooksby J.,Fognini F.,48,57,2,1,Completed,0,2023
Hard,Gasquet R.,Pannu K.,67,575,2,0,Completed,0,2023
Hard,Wolf J.J.,Mannarino A.,66,43,2,0,Completed,1,2023
Hard,Barrere G.,Isner J.,88,42,2,1,Completed,1,2023
Hard,Giron M.,Coria F.,60,76,2,1,Completed,0,2023
Hard,Eubanks C.,Humbert U.,123,108,2,0,Completed,1,2023
Hard,Halys Q.,Molcan A.,64,54,2,0,Completed,1,2023
Hard,Lehecka J.,Monteiro T.,78,69,2,0,Completed,1,2023
Hard,Shelton B.,Baez S.,92,41,2,0,Completed,1,2023
Hard,Djere L.,Munar J.,70,62,2,1,Completed,1,2023
Hard,Giron M.,Wolf J.J.,60,66,2,0,Completed,0,2023
Hard,Norrie C.,Lehecka J.,12,78,2,1,Completed,0,2023
Hard,Gasquet R.,Sousa J.,67,82,2,0,Completed,0,2023
Hard,Halys Q.,Shelton B.,64,92,2,0,Completed,0,2023
Hard,Goffin D.,Eubanks C.,53,123,2,0,Completed,0,2023
Hard,Lestienne C.,Barrere G.,65,88,2,1,Completed,0,2023
Hard,Djere L.,Ruud C.,70,3,2,1,Completed,1,2023
Hard,Norrie C.,Giron M.,12,60,2,1,Completed,0,2023
Hard,Brooksby J.,Halys Q.,48,64,2,0,Completed,0,2023
Hard,Gasquet R.,Goffin D.,67,53,2,1,Completed,1,2023
Hard,Lestienne C.,Djere L.,65,70,2,1,Completed,0,2023
Hard,Norrie C.,Brooksby J.,12,48,2,0,Completed,0,2023
Hard,Gasquet R.,Norrie C.,67,12,2,1,Completed,1,2023
Hard,Moutet C.,Wu Y.,62,114,3,2,Completed,0,2023
Hard,Watanuki Y.,Rinderknech A.,138,59,3,0,Completed,1,2023
Hard,Van De Zandschulp B.,Ivashka I.,34,73,3,1,Completed,0,2023
Hard,Etcheverry T.,Barrere G.,79,83,3,1,Completed,0,2023
Hard,Sinner J.,Edmund K.,16,581,3,0,Completed,0,2023
Hard,Cerundolo F.,Pella G.,29,181,3,0,Completed,0,2023
Hard,Shang J.,Otte O.,194,74,3,1,Completed,1,2023
Hard,Hurkacz H.,Martinez P.,11,60,3,0,Completed,0,2023
Hard,Korda S.,Garin C.,31,87,3,1,Completed,0,2023
Hard,Nishioka Y.,Ymer M.,33,69,3,0,Completed,0,2023
Hard,Shapovalov D.,Lajovic D.,22,86,3,1,Completed,0,2023
Hard,Griekspoor T.,Kotov P.,63,117,3,0,Completed,0,2023
Hard,Mcdonald M.,Nakashima B.,65,49,3,2,Completed,1,2023
Hard,Khachanov K.,Zapata Miralles B.,20,72,3,0,Completed,0,2023
Hard,Tiafoe F.,Altmaier D.,17,92,3,1,Completed,0,2023
Hard,Nadal R.,Draper J.,2,38,3,1,Completed,0,2023
Hard,Daniel T.,Escobedo E.,94,313,3,1,Completed,0,2023
Hard,Sonego L.,Borges N.,47,111,3,1,Completed,0,2023
Hard,Lehecka J.,Coric B.,71,23,3,0,Completed,1,2023
Hard,Kubler J.,Baez S.,84,44,3,0,Completed,1,2023
Hard,Svrcina D.,Munar J.,216,64,3,0,Completed,1,2023
Hard,Millman J.,Huesler M.A.,140,51,3,2,Completed,1,2023
Hard,Eubanks C.,Kwon S.W.,116,52,3,2,Completed,1,2023
Hard,Fucsovics M.,Coria F.,78,76,3,2,Completed,1,2023
Hard,Molcan A.,Wawrinka S.,53,139,3,2,Completed,0,2023
Hard,Hijikata R.,Hanfmann Y.,169,128,3,2,Completed,1,2023
Hard,Norrie C.,Van Assche L.,12,143,3,0,Completed,0,2023
Hard,Auger-Aliassime F.,Pospisil V.,7,99,3,1,Completed,0,2023
Hard,Tsitsipas S.,Halys Q.,4,61,3,0,Completed,0,2023
Hard,Lestienne C.,Monteiro T.,55,77,3,0,Completed,0,2023
Hard,Harris L.,Musetti L.,186,19,3,2,Completed,1,2023
Hard,Medvedev D.,Giron M.,8,56,3,0,Completed,0,2023
Hard,Rublev A.,Thiem D.,6,98,3,0,Completed,0,2023
Hard,Chardy J.,Galan D.E.,10000,70,3,1,Completed,1,2023
Hard,Evans D.,Bagnis F.,30,91,3,1,Completed,0,2023
Hard,Bonzi B.,Bellucci M.,48,152,3,1,Completed,0,2023
Hard,Dimitrov G.,Karatsev A.,28,82,3,0,Completed,0,2023
Hard,Djere L.,Bergs Z.,68,130,3,1,Completed,0,2023
Hard,Schwartzman D.,Krutykh O.,26,188,3,1,Completed,0,2023
Hard,Jarry N.,Kecmanovic M.,154,27,3,0,Completed,1,2023
Hard,Davidovich Fokina A.,Bublik A.,32,36,3,2,Completed,0,2023
Hard,Carreno Busta P.,Cachin P.,15,58,3,0,Completed,0,2023
Hard,Wolf J.J.,Thompson J.,67,88,3,1,Completed,0,2023
Hard,Fritz T.,Basilashvili N.,9,90,3,1,Completed,0,2023
Hard,Rune H.,Krajinovic F.,10,54,3,0,Completed,0,2023
Hard,Shelton B.,Zhang Zh.,89,96,3,2,Completed,0,2023
Hard,Murray A.,Berrettini M.,66,14,3,2,Completed,1,2023
Hard,Zverev A.,Varillas J. P.,13,103,3,2,Completed,0,2023
Hard,Paul T.,Struff J.L.,35,167,3,0,Completed,0,2023
Hard,Brooksby J.,O Connell C.,39,80,3,1,Completed,0,2023
Hard,De Minaur A.,Hsu Y.,24,209,3,0,Completed,0,2023
Hard,Popyrin A.,Tseng C. H.,113,115,3,2,Completed,0,2023
Hard,Ruud C.,Machac T.,3,110,3,1,Completed,0,2023
Hard,Djokovic N.,Carballes Baena R.,5,75,3,0,Completed,0,2023
Hard,Ruusuvuori E.,Purcell M.,46,205,3,1,Completed,0,2023
Hard,Humbert U.,Gasquet R.,106,42,3,0,Completed,1,2023
Hard,Kudla D.,Safiullin R.,108,97,3,1,Completed,1,2023
Hard,Mmoh M.,Lokoli L.,107,175,3,0,Completed,0,2023
Hard,Mannarino A.,Isner J.,45,43,3,1,Completed,1,2023
Hard,Holt B.,Vukic A.,215,146,3,2,Completed,1,2023
Hard,Bautista Agut R.,Sousa J.,25,81,3,0,Completed,0,2023
Hard,Couacaud E.,Dellien H.,191,131,3,0,Completed,1,2023
Hard,Cressy M.,Ramos-Vinolas A.,41,37,3,1,Completed,1,2023
Hard,Kokkinakis T.,Fognini F.,159,57,3,0,Completed,1,2023
Hard,Sinner J.,Etcheverry T.,16,79,3,0,Completed,0,2023
Hard,Auger-Aliassime F.,Molcan A.,7,53,3,2,Completed,0,2023
Hard,Mcdonald M.,Nadal R.,65,2,3,0,Completed,1,2023
Hard,Tiafoe F.,Shang J.,17,194,3,0,Completed,0,2023
Hard,Fucsovics M.,Harris L.,78,186,3,1,Completed,0,2023
Hard,Khachanov K.,Kubler J.,20,84,3,1,Completed,0,2023
Hard,Medvedev D.,Millman J.,8,140,3,0,Completed,0,2023
Hard,Nishioka Y.,Svrcina D.,33,216,3,0,Completed,0,2023
Hard,Cerundolo F.,Moutet C.,29,62,3,1,Completed,0,2023
Hard,Shapovalov D.,Daniel T.,22,94,3,0,Completed,0,2023
Hard,Hurkacz H.,Sonego L.,11,47,3,2,Completed,0,2023
Hard,Tsitsipas S.,Hijikata R.,4,169,3,0,Completed,0,2023
Hard,Korda S.,Watanuki Y.,31,138,3,0,Completed,0,2023
Hard,Griekspoor T.,Van De Zandschulp B.,63,34,3,0,Completed,1,2023
Hard,Lehecka J.,Eubanks C.,71,116,3,1,Completed,0,2023
Hard,Norrie C.,Lestienne C.,12,55,3,1,Completed,0,2023
Hard,Evans D.,Chardy J.,30,10000,3,0,Completed,0,2023
Hard,Paul T.,Davidovich Fokina A.,35,32,3,2,Completed,1,2023
Hard,Brooksby J.,Ruud C.,39,3,3,1,Completed,1,2023
Hard,Rublev A.,Ruusuvuori E.,6,46,3,1,Completed,0,2023
Hard,Shelton B.,Jarry N.,89,154,3,0,Completed,0,2023
Hard,Wolf J.J.,Schwartzman D.,67,26,3,0,Completed,1,2023
Hard,Popyrin A.,Fritz T.,113,9,3,2,Completed,1,2023
Hard,Humbert U.,Kudla D.,106,108,3,1,Completed,0,2023
Hard,Mmoh M.,Zverev A.,107,13,3,1,Completed,1,2023
Hard,Dimitrov G.,Djere L.,28,68,3,0,Completed,0,2023
Hard,Rune H.,Cressy M.,10,41,3,0,Completed,0,2023
Hard,Bautista Agut R.,Holt B.,25,215,3,2,Completed,0,2023
Hard,Bonzi B.,Carreno Busta P.,48,15,3,2,Completed,1,2023
Hard,De Minaur A.,Mannarino A.,24,45,3,1,Completed,0,2023
Hard,Djokovic N.,Couacaud E.,5,191,3,1,Completed,0,2023
Hard,Murray A.,Kokkinakis T.,66,159,3,2,Completed,0,2023
Hard,Sinner J.,Fucsovics M.,16,78,3,2,Completed,0,2023
Hard,Tsitsipas S.,Griekspoor T.,4,63,3,0,Completed,0,2023
Hard,Nishioka Y.,Mcdonald M.,33,65,3,0,Completed,0,2023
Hard,Auger-Aliassime F.,Cerundolo F.,7,29,3,1,Completed,0,2023
Hard,Lehecka J.,Norrie C.,71,12,3,2,Completed,1,2023
Hard,Hurkacz H.,Shapovalov D.,11,22,3,2,Completed,0,2023
Hard,Khachanov K.,Tiafoe F.,20,17,3,1,Completed,1,2023
Hard,Korda S.,Medvedev D.,31,8,3,0,Completed,1,2023
Hard,Rublev A.,Evans D.,6,30,3,0,Completed,0,2023
Hard,Rune H.,Humbert U.,10,106,3,0,Completed,0,2023
Hard,De Minaur A.,Bonzi B.,24,48,3,0,Completed,0,2023
Hard,Paul T.,Brooksby J.,35,39,3,0,Completed,0,2023
Hard,Wolf J.J.,Mmoh M.,67,107,3,0,Completed,0,2023
Hard,Shelton B.,Popyrin A.,89,113,3,0,Completed,0,2023
Hard,Bautista Agut R.,Murray A.,25,66,3,1,Completed,0,2023
Hard,Djokovic N.,Dimitrov G.,5,28,3,0,Completed,0,2023
Hard,Korda S.,Hurkacz H.,31,11,3,2,Completed,1,2023
Hard,Khachanov K.,Nishioka Y.,20,33,3,0,Completed,0,2023
Hard,Lehecka J.,Auger-Aliassime F.,71,7,3,1,Completed,1,2023
Hard,Tsitsipas S.,Sinner J.,4,16,3,2,Completed,0,2023
Hard,Shelton B.,Wolf J.J.,89,67,3,2,Completed,1,2023
Hard,Rublev A.,Rune H.,6,10,3,2,Completed,0,2023
Hard,Paul T.,Bautista Agut R.,35,25,3,1,Completed,1,2023
Hard,Djokovic N.,De Minaur A.,5,24,3,0,Completed,0,2023
Hard,Tsitsipas S.,Lehecka J.,4,71,3,0,Completed,0,2023
Hard,Paul T.,Shelton B.,35,89,3,1,Completed,0,2023
Hard,Djokovic N.,Rublev A.,5,6,3,0,Completed,0,2023
Hard,Tsitsipas S.,Khachanov K.,4,20,3,1,Completed,0,2023
Hard,Djokovic N.,Paul T.,5,35,3,0,Completed,0,2023
Hard,Djokovic N.,Tsitsipas S.,5,4,3,0,Completed,1,2023
Clay,Zapata Miralles B.,Carballes Baena R.,76,77,2,1,Completed,0,2023
Clay,Lajovic D.,Varillas J. P.,89,98,2,0,Completed,0,2023
Clay,Darderi L.,Gaston H.,200,101,2,0,Completed,1,2023
Clay,Coria F.,Monteiro T.,67,78,2,1,Completed,0,2023
Clay,Barrios M.,Galan D.E.,212,83,2,0,Completed,1,2023
Clay,Garin C.,Martinez P.,103,72,2,1,Completed,1,2023
Clay,Delbonis F.,Tabilo A.,131,146,2,1,Completed,0,2023
Clay,Pella G.,Vavassori A.,1018,221,2,0,Completed,1,2023
Clay,Sousa J.,Etcheverry T.,162,81,2,1,Completed,1,2023
Clay,Cecchinato M.,Bagnis F.,93,88,2,0,Completed,1,2023
Clay,Dellien H.,Cachin P.,138,66,2,0,Completed,1,2023
Clay,Barrios M.,Zapata Miralles B.,212,76,2,1,Completed,1,2023
Clay,Baez S.,Darderi L.,47,200,2,0,Completed,0,2023
Clay,Sousa J.,Garin C.,162,103,2,0,Completed,1,2023
Clay,Dellien H.,Pella G.,138,1018,2,0,Completed,0,2023
Clay,Ramos-Vinolas A.,Lajovic D.,54,89,2,1,Completed,0,2023
Clay,Cerundolo F.,Delbonis F.,31,131,2,1,Completed,0,2023
Clay,Cerundolo J.M.,Schwartzman D.,114,28,2,0,Completed,1,2023
Clay,Ramos-Vinolas A.,Sousa J.,54,162,2,1,Completed,0,2023
Clay,Baez S.,Barrios M.,47,212,2,1,Completed,0,2023
Clay,Dellien H.,Cerundolo J.M.,138,114,2,1,Completed,1,2023
Clay,Coria F.,Ramos-Vinolas A.,67,54,2,0,Completed,1,2023
Clay,Baez S.,Dellien H.,47,138,2,0,Completed,0,2023
Clay,Baez S.,Coria F.,47,67,2,1,Completed,0,2023
Hard,Sock J.,Ivashka I.,141,74,2,1,Completed,1,2023
Hard,Giron M.,Rybakov A.,55,378,2,1,Completed,0,2023
Hard,Mcdonald M.,Verdasco F.,59,118,2,0,Completed,0,2023
Hard,Thompson J.,Kudla D.,84,92,2,0,Completed,0,2023
Hard,Mannarino A.,Johnson S.,63,120,2,0,Completed,0,2023
Hard,Wolf J.J.,Holt B.,43,195,2,0,Completed,0,2023
Hard,Albot R.,Krall L.,123,10000,2,1,Completed,0,2023
Hard,Wu Y.,Mmoh M.,97,86,2,1,Completed,1,2023
Hard,Isner J.,Tseng C. H.,39,108,2,0,Completed,0,2023
Hard,Gomez E.,Diallo G.,102,211,2,1,Completed,0,2023
Hard,Altmaier D.,Svajda Z.,99,265,2,0,Completed,0,2023
Hard,Otte O.,Eubanks C.,80,104,2,1,Completed,0,2023
Hard,Wolf J.J.,Albot R.,43,123,2,0,Completed,0,2023
Hard,Tiafoe F.,Mcdonald M.,14,59,2,0,Completed,0,2023
Hard,Wu Y.,Shapovalov D.,97,27,2,0,Completed,1,2023
Hard,Gomez E.,Kecmanovic M.,102,33,2,1,Completed,1,2023
Hard,Mannarino A.,Thompson J.,63,84,2,0,Completed,0,2023
Hard,Isner J.,Altmaier D.,39,99,2,0,Completed,0,2023
Hard,Fritz T.,Sock J.,8,141,2,0,Completed,0,2023
Hard,Giron M.,Otte O.,55,80,2,0,Completed,0,2023
Hard,Wolf J.J.,Tiafoe F.,43,14,2,1,Completed,1,2023
Hard,Isner J.,Gomez E.,39,102,2,0,Completed,0,2023
Hard,Fritz T.,Giron M.,8,55,2,1,Completed,0,2023
Hard,Wu Y.,Mannarino A.,97,63,2,0,Completed,1,2023
Hard,Isner J.,Wolf J.J.,39,43,2,1,Completed,0,2023
Hard,Wu Y.,Fritz T.,97,8,2,1,Completed,1,2023
Hard,Wu Y.,Isner J.,97,39,2,1,Completed,1,2023
Hard,Fils A.,Gasquet R.,163,45,2,0,Completed,1,2023
Hard,Basilashvili N.,Lestienne C.,87,48,2,1,Completed,1,2023
Hard,Krajinovic F.,Karatsev A.,71,95,2,1,Completed,0,2023
Hard,Halys Q.,Chidekh C.,70,434,2,1,Completed,0,2023
Hard,Cressy M.,Bellier A.,51,190,2,0,Completed,0,2023
Hard,Fucsovics M.,Blancaneaux G.,69,151,2,1,Completed,0,2023
Hard,Huesler M.A.,Van Assche L.,49,145,2,1,Completed,0,2023
Hard,Sonego L.,Bonzi B.,56,42,2,0,Completed,1,2023
Hard,Rinderknech A.,Nardi L.,68,164,2,0,Completed,0,2023
Hard,Ruusuvuori E.,Ymer M.,53,73,2,0,Completed,0,2023
Hard,Barrere G.,Bublik A.,75,50,2,1,Completed,1,2023
Hard,Fils A.,Bautista Agut R.,163,24,2,0,Completed,1,2023
Hard,Cressy M.,Ruusuvuori E.,51,53,2,0,Completed,0,2023
Hard,Halys Q.,Davidovich Fokina A.,70,32,2,0,Completed,1,2023
Hard,Sonego L.,Krajinovic F.,56,71,2,0,Completed,0,2023
Hard,Coric B.,Rinderknech A.,23,68,2,0,Completed,0,2023
Hard,Rune H.,Huesler M.A.,9,49,2,0,Completed,0,2023
Hard,Barrere G.,Basilashvili N.,75,87,2,0,Completed,0,2023
Hard,Fils A.,Halys Q.,163,70,2,0,Completed,1,2023
Hard,Sinner J.,Sonego L.,17,56,2,0,Completed,0,2023
Hard,Rune H.,Barrere G.,9,75,2,0,Completed,0,2023
Hard,Cressy M.,Coric B.,51,23,2,0,Completed,1,2023
Hard,Sinner J.,Fils A.,17,163,2,0,Completed,0,2023
Hard,Cressy M.,Rune H.,51,9,2,1,Completed,1,2023
Hard,Sinner J.,Cressy M.,17,51,2,0,Completed,0,2023
Clay,Zapata Miralles B.,Martinez P.,74,73,2,1,Completed,1,2023
Clay,Cachin P.,Monteiro T.,68,78,2,0,Completed,0,2023
Clay,Djere L.,Fognini F.,57,66,2,0,Completed,0,2023
Clay,Munar J.,Pella G.,67,723,2,0,Completed,0,2023
Clay,Carballes Baena R.,Ramos-Vinolas A.,76,44,2,0,Completed,1,2023
Clay,Etcheverry T.,Dellien H.,82,107,2,1,Completed,0,2023
Clay,Ugo Carabelli C.,Galan D.E.,127,85,2,0,Completed,1,2023
Clay,Cerundolo F.,Hanfmann Y.,30,134,2,1,Completed,0,2023
Clay,Diaz Acosta F.,Coria F.,191,49,2,0,Completed,1,2023
Clay,Lajovic D.,Baez S.,90,36,2,1,Completed,1,2023
Clay,Varillas J. P.,Sousa J.,101,142,2,0,Completed,0,2023
Clay,Thiem D.,Molcan A.,99,51,2,0,Completed,1,2023
Clay,Etcheverry T.,Carballes Baena R.,82,76,2,1,Completed,1,2023
Clay,Norrie C.,Diaz Acosta F.,12,191,2,1,Completed,0,2023
Clay,Lajovic D.,Ugo Carabelli C.,90,127,2,0,Completed,0,2023
Clay,Alcaraz C.,Djere L.,2,57,2,1,Completed,0,2023
Clay,Varillas J. P.,Thiem D.,101,99,2,0,Completed,1,2023
Clay,Cerundolo F.,Munar J.,30,67,2,0,Completed,0,2023
Clay,Musetti L.,Cachin P.,20,68,2,0,Completed,0,2023
Clay,Zapata Miralles B.,Schwartzman D.,74,32,2,0,Completed,1,2023
Clay,Norrie C.,Etcheverry T.,12,82,2,1,Completed,0,2023
Clay,Varillas J. P.,Musetti L.,101,20,2,0,Completed,1,2023
Clay,Alcaraz C.,Lajovic D.,2,90,2,0,Completed,0,2023
Clay,Zapata Miralles B.,Cerundolo F.,74,30,2,1,Completed,1,2023
Clay,Norrie C.,Varillas J. P.,12,101,2,0,Completed,0,2023
Clay,Alcaraz C.,Zapata Miralles B.,2,74,2,0,Completed,0,2023
Clay,Alcaraz C.,Norrie C.,2,12,2,0,Completed,0,2023
Hard,Kudla D.,Thompson J.,95,93,2,1,Completed,1,2023
Hard,Gomez E.,Wu T.L.,94,172,2,0,Completed,0,2023
Hard,Borges N.,Johnson S.,104,118,2,1,Completed,0,2023
Hard,Nishioka Y.,Otte O.,34,80,2,1,Completed,0,2023
Hard,Mmoh M.,Kovacevic A.,87,122,2,1,Completed,0,2023
Hard,Mannarino A.,Altmaier D.,59,97,2,1,Completed,0,2023
Hard,Wolf J.J.,Ivashka I.,39,77,2,0,Completed,0,2023
Hard,Mcdonald M.,Daniel T.,56,106,2,0,Completed,0,2023
Hard,Vukic A.,Eubanks C.,171,102,2,1,Completed,1,2023
Hard,Albot R.,Verdasco F.,113,133,2,0,Completed,0,2023
Hard,Pecotic M.,Sock J.,784,143,2,1,Completed,1,2023
Hard,Giron M.,Shelton B.,55,42,2,0,Completed,1,2023
Hard,Kecmanovic M.,Borges N.,33,104,2,0,Completed,0,2023
Hard,Mcdonald M.,Nishioka Y.,56,34,2,1,Completed,1,2023
Hard,Giron M.,Pecotic M.,55,784,2,0,Completed,0,2023
Hard,Mmoh M.,Shapovalov D.,87,27,2,1,Completed,1,2023
Hard,Albot R.,Vukic A.,113,171,2,0,Completed,0,2023
Hard,Paul T.,Kudla D.,18,95,2,0,Completed,0,2023
Hard,Mannarino A.,Wolf J.J.,59,39,2,0,Completed,1,2023
Hard,Fritz T.,Gomez E.,7,94,2,0,Completed,0,2023
Hard,Kecmanovic M.,Giron M.,33,55,2,0,Completed,0,2023
Hard,Albot R.,Paul T.,113,18,2,0,Completed,1,2023
Hard,Mcdonald M.,Mmoh M.,56,87,2,1,Completed,0,2023
Hard,Fritz T.,Mannarino A.,7,59,2,0,Completed,0,2023
Hard,Kecmanovic M.,Albot R.,33,113,2,1,Completed,0,2023
Hard,Fritz T.,Mcdonald M.,7,56,2,0,Completed,0,2023
Hard,Fritz T.,Kecmanovic M.,7,33,2,1,Completed,0,2023
Hard,Gasquet R.,Carreno Busta P.,45,16,2,1,Completed,1,2023
Hard,Dimitrov G.,Karatsev A.,28,98,2,0,Completed,0,2023
Hard,Wawrinka S.,Bublik A.,130,50,2,0,Completed,1,2023
Hard,Barrere G.,Goffin D.,71,41,2,0,Completed,1,2023
Hard,Brouwer G.,Huesler M.A.,160,47,2,0,Completed,1,2023
Hard,Hurkacz H.,Bautista Agut R.,10,24,2,1,Completed,0,2023
Hard,Griekspoor T.,Ymer M.,61,72,2,0,Completed,0,2023
Hard,Zverev A.,Kwon S.W.,17,63,2,0,Completed,0,2023
Hard,Auger-Aliassime F.,Sonego L.,8,60,2,0,Completed,0,2023
Hard,Tsitsipas S.,Ruusuvuori E.,3,52,2,0,Completed,0,2023
Hard,Medvedev D.,Davidovich Fokina A.,11,31,2,1,Completed,0,2023
Hard,Cressy M.,Van Rijthoven T.,40,110,2,1,Completed,0,2023
Hard,Sinner J.,Bonzi B.,14,48,2,1,Completed,0,2023
Hard,Rune H.,Lestienne C.,9,54,2,0,Completed,0,2023
Hard,Van De Zandschulp B.,Halys Q.,35,62,2,1,Completed,0,2023
Hard,De Minaur A.,Rublev A.,25,5,2,0,Completed,1,2023
